id,name,type1,type2,Japanese Kana
762,steenee,grass,,アママイコ
763,tsareena,grass,,アマージョ
764,comfey,fairy,,キュワワー
765,oranguru,normal,psychic,ヤレユータン
766,passimian,fighting,,ナゲツケサル
767,wimpod,bug,water,コソクムシ
768,golisopod,bug,water,グソクムシャ
769,sandygast,ghost,ground,スナバァ
770,palossand,ghost,ground,シロデスナ
771,pyukumuku,water,,ナマコブシ
772,type-null,normal,,タイプ：ヌル
773,silvally,normal,,シルヴァディ
774,minior-red-meteor,rock,flying,メテノ
775,komala,normal,,ネッコアラ
776,turtonator,fire,dragon,バクガメス
777,togedemaru,electric,steel,トゲデマル
778,mimikyu-disguised,ghost,fairy,ミミッキュ
779,bruxish,water,psychic,ハギギシリ
780,drampa,normal,dragon,ジジーロン
781,dhelmise,ghost,grass,ダダリン
782,jangmo-o,dragon,,ジャラコ
783,hakamo-o,dragon,fighting,ジャランゴ
784,kommo-o,dragon,fighting,ジャラランガ
785,tapu-koko,electric,fairy,カプ・コケコ
786,tapu-lele,psychic,fairy,カプ・テテフ
787,tapu-bulu,grass,fairy,カプ・ブルル
788,tapu-fini,water,fairy,カプ・レヒレ
789,cosmog,psychic,,コスモッグ
790,cosmoem,psychic,,コスモウム
791,solgaleo,psychic,steel,ソルガレオ
792,lunala,psychic,ghost,ルナアーラ
793,nihilego,rock,poison,ウツロイド
794,buzzwole,bug,fighting,マッシブーン
795,pheromosa,bug,fighting,フェローチェ
796,xurkitree,electric,,デンジュモク
797,celesteela,steel,flying,テッカグヤ
798,kartana,grass,steel,カミツルギ
799,guzzlord,dark,dragon,アクジキング
800,necrozma,psychic,,ネクロズマ
801,magearna,steel,fairy,マギアナ
802,marshadow,fighting,ghost,マーシャドー
803,poipole,poison,,ベベノム
804,naganadel,poison,dragon,アーゴヨン
805,stakataka,rock,steel,ツンデツンデ
806,blacephalon,fire,ghost,ズガドーン
807,zeraora,electric,,ゼラオラ
808,meltan,steel,,メルタン
809,melmetal,steel,,メルメタル
810,grookey,grass,,サルノリ
811,thwackey,grass,,バチンキー
812,rillaboom,grass,,ゴリランダー
813,scorbunny,fire,,ヒバニー
814,raboot,fire,,ラビフット
815,cinderace,fire,,エースバーン
816,sobble,water,,メッソン
817,drizzile,water,,ジメレオン
818,inteleon,water,,インテレオン
819,skwovet,normal,,ホシガリス
820,greedent,normal,,ヨクバリス
821,rookidee,flying,,ココガラ
822,corvisquire,flying,,アオガラス
823,corviknight,flying,steel,アーマーガア
824,blipbug,bug,,サッチムシ
825,dottler,bug,psychic,レドームシ
826,orbeetle,bug,psychic,イオルブ
827,nickit,dark,,クスネ
828,thievul,dark,,フォクスライ
829,gossifleur,grass,,ヒメンカ
830,eldegoss,grass,,ワタシラガ
831,wooloo,normal,,ウールー
832,dubwool,normal,,バイウールー
833,chewtle,water,,カムカメ
834,drednaw,water,rock,カジリガメ
835,yamper,electric,,ワンパチ
836,boltund,electric,,パルスワン
837,rolycoly,rock,,タンドン
838,carkol,rock,fire,トロッゴン
839,coalossal,rock,fire,セキタンザン
840,applin,grass,dragon,カジッチュ
841,flapple,grass,dragon,アップリュー
842,appletun,grass,dragon,タルップル
843,silicobra,ground,,スナヘビ
844,sandaconda,ground,,サダイジャ
845,cramorant,flying,water,ウッウ
846,arrokuda,water,,サシカマス
847,barraskewda,water,,カマスジョー
848,toxel,electric,poison,エレズン
849,toxtricity-amped,electric,poison,ストリンダー
850,sizzlipede,fire,bug,ヤクデ
851,centiskorch,fire,bug,マルヤクデ
852,clobbopus,fighting,,タタッコ
853,grapploct,fighting,,オトスパス
854,sinistea,ghost,,ヤバチャ
855,polteageist,ghost,,ポットデス
856,hatenna,psychic,,ミブリム
857,hattrem,psychic,,テブリム
858,hatterene,psychic,fairy,ブリムオン
859,impidimp,dark,fairy,ベロバー
860,morgrem,dark,fairy,ギモー
861,grimmsnarl,dark,fairy,オーロンゲ
862,obstagoon,dark,normal,タチフサグマ
863,perrserker,steel,,ニャイキング
864,cursola,ghost,,サニゴーン
865,sirfetchd,fighting,,ネギガナイト
866,mr-rime,ice,psychic,バリコオル
867,runerigus,ground,ghost,デスバーン
868,milcery,fairy,,マホミル
869,alcremie,fairy,,マホイップ
870,falinks,fighting,,タイレーツ
871,pincurchin,electric,,バチンウニ
872,snom,ice,bug,ユキハミ
873,frosmoth,ice,bug,モスノウ
874,stonjourner,rock,,イシヘンジン
875,eiscue-ice,ice,,コオリッポ
876,indeedee-male,psychic,normal,イエッサン
877,morpeko-full-belly,electric,dark,モルペコ
878,cufant,steel,,ゾウドウ
879,copperajah,steel,,ダイオウドウ
880,dracozolt,electric,dragon,パッチラゴン
881,arctozolt,electric,ice,パッチルドン
882,dracovish,water,dragon,ウオノラゴン
883,arctovish,water,ice,ウオチルドン
884,duraludon,steel,dragon,ジュラルドン
885,dreepy,dragon,ghost,ドラメシヤ
886,drakloak,dragon,ghost,ドロンチ
887,dragapult,dragon,ghost,ドラパルト
888,zacian,fairy,,ザシアン
889,zamazenta,fighting,,ザマゼンタ
890,eternatus,poison,dragon,ムゲンダイナ
891,kubfu,fighting,,ダクマ
892,urshifu-single-strike,fighting,dark,ウーラオス
893,zarude,dark,grass,ザルード
894,regieleki,electric,,レジエレキ
895,regidrago,dragon,,レジドラゴ
896,glastrier,ice,,ブリザポス
897,spectrier,ghost,,レイスポス
898,calyrex,psychic,grass,バドレックス
899,wyrdeer,normal,psychic,アヤシシ
900,kleavor,bug,rock,バサギリ
901,ursaluna,ground,normal,ガチグマ
902,basculegion-male,water,ghost,イダイトウ
903,sneasler,fighting,poison,オオニューラ
904,overqwil,dark,poison,ハリーマン
905,enamorus-incarnate,fairy,flying,ラブトロス
906,sprigatito,grass,,ニャオハ
907,floragato,grass,,ニャローテ
908,meowscarada,grass,dark,マスカーニャ
909,fuecoco,fire,,ホゲータ
910,crocalor,fire,,アチゲータ
911,skeledirge,fire,ghost,ラウドボーン
912,quaxly,water,,クワッス
913,quaxwell,water,,ウェルカモ
914,quaquaval,water,fighting,ウェーニバル
915,lechonk,normal,,グルトン
916,oinkologne-male,normal,,パフュートン
917,tarountula,bug,,タマンチュラ
918,spidops,bug,,ワナイダー
919,nymble,bug,,マメバッタ
920,lokix,bug,dark,エクスレッグ
921,pawmi,electric,,パモ
922,pawmo,electric,fighting,パモット
923,pawmot,electric,fighting,パーモット
924,tandemaus,normal,,ワッカネズミ
925,maushold-family-of-four,normal,,イッカネズミ
926,fidough,fairy,,パピモッチ
927,dachsbun,fairy,,バウッツェル
928,smoliv,grass,normal,ミニーブ
929,dolliv,grass,normal,オリーニョ
930,arboliva,grass,normal,オリーヴァ
931,squawkabilly-green-plumage,normal,flying,イキリンコ
932,nacli,rock,,コジオ
933,naclstack,rock,,ジオヅム
934,garganacl,rock,,キョジオーン
935,charcadet,fire,,カルボウ
936,armarouge,fire,psychic,グレンアルマ
937,ceruledge,fire,ghost,ソウブレイズ
938,tadbulb,electric,,ズピカ
939,bellibolt,electric,,ハラバリー
940,wattrel,electric,flying,カイデン
941,kilowattrel,electric,flying,タイカイデン
942,maschiff,dark,,オラチフ
943,mabosstiff,dark,,マフィティフ
944,shroodle,poison,normal,シルシュルー
945,grafaiai,poison,normal,タギングル
946,bramblin,grass,ghost,アノクサ
947,brambleghast,grass,ghost,アノホラグサ
948,toedscool,ground,grass,ノノクラゲ
949,toedscruel,ground,grass,リククラゲ
950,klawf,rock,,ガケガニ
951,capsakid,grass,,カプサイジ
952,scovillain,grass,fire,スコヴィラン
953,rellor,bug,,シガロコ
954,rabsca,bug,psychic,ベラカス
955,flittle,psychic,,ヒラヒナ
956,espathra,psychic,,クエスパトラ
957,tinkatink,fairy,steel,カヌチャン
958,tinkatuff,fairy,steel,ナカヌチャン
959,tinkaton,fairy,steel,デカヌチャン
960,wiglett,water,,ウミディグダ
961,wugtrio,water,,ウミトリオ
962,bombirdier,flying,dark,オトシドリ
963,finizen,water,,ナミイルカ
964,palafin-zero,water,,イルカマン
965,varoom,steel,poison,ブロロン
966,revavroom,steel,poison,ブロロローム
967,cyclizar,dragon,normal,モトトカゲ
968,orthworm,steel,,ミミズズ
969,glimmet,rock,poison,キラーメ
970,glimmora,rock,poison,キラフロル
971,greavard,ghost,,ボチ
972,houndstone,ghost,,ハカドッグ
973,flamigo,flying,fighting,カラミンゴ
974,cetoddle,ice,,アルクジラ
975,cetitan,ice,,ハルクジラ
976,veluza,water,psychic,ミガルーサ
977,dondozo,water,,ヘイラッシャ
978,tatsugiri-curly,dragon,water,シャリタツ
979,annihilape,fighting,ghost,コノヨザル
980,clodsire,poison,ground,ドオー
981,farigiraf,normal,psychic,リキキリン
982,dudunsparce-two-segment,normal,,ノココッチ
983,kingambit,dark,steel,ドドゲザン
984,great-tusk,ground,fighting,イダイナキバ
985,scream-tail,fairy,psychic,サケブシッポ
986,brute-bonnet,grass,dark,アラブルタケ
987,flutter-mane,ghost,fairy,ハバタクカミ
988,slither-wing,bug,fighting,チヲハウハネ
989,sandy-shocks,electric,ground,スナノケガワ
990,iron-treads,ground,steel,テツノワダチ
991,iron-bundle,ice,water,テツノツツミ
992,iron-hands,fighting,electric,テツノカイナ
993,iron-jugulis,dark,flying,テツノコウベ
994,iron-moth,fire,poison,テツノドクガ
995,iron-thorns,rock,electric,テツノイバラ
996,frigibax,dragon,ice,セビエ
997,arctibax,dragon,ice,セゴール
998,baxcalibur,dragon,ice,セグレイブ
999,gimmighoul,ghost,,コレクレー
1000,gholdengo,steel,ghost,サーフゴー
1001,wo-chien,dark,grass,チオンジェン
1002,chien-pao,dark,ice,パオジアン
1003,ting-lu,dark,ground,ディンルー
1004,chi-yu,dark,fire,イーユイ
1005,roaring-moon,dragon,dark,トドロクツキ
1006,iron-valiant,fairy,fighting,テツノブジン
1007,koraidon,fighting,dragon,コライドン
1008,miraidon,electric,dragon,ミライドン
1009,walking-wake,water,dragon,ウネルミナモ
1010,iron-leaves,grass,psychic,テツノイサハ
1011,dipplin,grass,dragon,カミッチュ
1012,poltchageist,grass,ghost,チャデス
1013,sinistcha,grass,ghost,ヤバソチャ
1014,okidogi,poison,fighting,イイネイヌ
1015,munkidori,poison,psychic,マシマシラ
1016,fezandipiti,poison,fairy,キチキギス
1017,ogerpon,grass,,オーガポン
1018,archaludon,steel,dragon,ブリジュラス
1019,hydrapple,grass,dragon,カミツオロチ
1020,gouging-fire,fire,dragon,ウガツホムラ
1021,raging-bolt,electric,dragon,タケルライコ
1022,iron-boulder,rock,psychic,テツノイワオ
1023,iron-crown,steel,psychic,テツノカシラ
1024,terapagos,normal,,テラパゴス
1025,pecharunt,poison,ghost,モモワロウ
